Date,Location,Suspected_Target,People_Killed,Min_Civilians,Max_Civilians,Latitude,Longitude,Country
2018-10-30,"Logar, Afghanistan",0,1,0,0,34.014551,69.192391,Afghanistan
2018-10-30,"Nangarhar, Afghanistan",0,1,0,0,34.171831,70.621679,Afghanistan
2018-10-31,"Ghazni, Afghanistan",0,1,0,0,33.545058,68.417397,Afghanistan
2018-11-09,"Farah, Afghanistan",0,1,7,7,32.446463,62.145413,Afghanistan
2018-11-13,"Zardak, Ghazni-Uruzgan highway, Ghazni, Afghanistan",0,1,60,60,33.540772,68.433159,Afghanistan
2018-11-18,"Between Kolalgo and Hesko, Mata Khan, Paktika, Afghanistan",0,1,6,6,33.245309,68.953959,Afghanistan
2018-11-21,"Logar, Afghanistan",0,1,10,10,34.014551,69.192391,Afghanistan
2018-11-25,"Slinger, Alishing, Laghman, Afghanistan",0,1,6,6,34.783249,70.107996,Afghanistan
2004-06-17,"Wana, South Waziristan, Pakistan",1,6,2,2,32.298231,69.597624,Pakistan
2007-11-02,"Danda Darpakhel, North Waziristan, Pakistan",6,5,0,0,32.990218,70.051802,Pakistan
2007-12-03,"Jani Khel, Bannu Frontier Region, Pakistan",1,0,0,0,32.800938,70.508644,Pakistan
2008-01-29,"Mir Ali, North Waziristan, Pakistan",1,12,4,6,32.970019,70.277584,Pakistan
2008-02-28,"Azam Warsak, South Waziristan, Pakistan",6,10,0,0,32.290733,69.428547,Pakistan
2008-03-16,"Dhook Pir Bagh, South Waziristan, Pakistan",5,18,0,4,32.320237,69.859740,Pakistan
2008-05-14,"Damadola, Bajaur Agency, Pakistan",9,12,4,6,34.786528,71.524915,Pakistan
2008-06-14,"Makeen, South Waziristan, Pakistan",0,1,0,1,32.626574,69.841871,Pakistan
2008-07-28,"Zeralita, South Waziristan, Pakistan",3,7,1,5,32.320237,69.859740,Pakistan
2008-08-12,"Bhaggar, South Waziristan, Pakistan",0,12,0,5,32.320237,69.859740,Pakistan
2008-08-20,"Zari Noor, South Waziristan, Pakistan",5,6,0,0,32.303880,69.538126,Pakistan
2005-05-08,"Toorikhel, North Waziristan, Pakistan",0,2,0,0,32.846798,70.331605,Pakistan
2008-08-27,"Ganki Khel, South Waziristan, Pakistan",4,0,0,0,32.320237,69.859740,Pakistan
2008-08-30,"Korzai, South Waziristan, Pakistan",4,4,0,0,32.320237,69.859740,Pakistan
2008-08-30,"Miram Shah, North Waziristan, Pakistan",2,6,2,9,32.956928,70.169394,Pakistan
2008-09-02,"North Waziristan, Pakistan",0,0,0,0,32.943065,69.955033,Pakistan
2008-09-04,"Mohammad Khel, North Waziristan, Pakistan",3,5,0,0,32.957056,69.885054,Pakistan
2008-09-05,"Gurwak, North Waziristan, Pakistan",0,5,5,7,32.943065,69.955033,Pakistan
2008-09-08,"Miram Shah, North Waziristan, Pakistan",14,17,11,20,32.956928,70.169394,Pakistan
2008-09-12,"Tol Khel, North Waziristan, Pakistan",14,12,3,5,33.044885,70.080086,Pakistan
2008-09-17,"Baghar Cheena, South Waziristan, Pakistan",3,4,0,0,32.320237,69.859740,Pakistan
2008-09-30,"Khushali, South Waziristan, Pakistan",5,4,0,0,32.320237,69.859740,Pakistan
2005-11-05,"Mosaki, North Waziristan, Pakistan",1,8,3,8,32.943065,69.955033,Pakistan
2008-10-03,"Datta Khel, North Waziristan, Pakistan",5,3,3,3,33.150049,70.433361,Pakistan
2008-10-03,"Datta Khel, North Waziristan, Pakistan",0,17,7,14,33.150049,70.433361,Pakistan
2008-10-09,"Tati, North Waziristan, Pakistan",2,5,1,9,32.943065,69.955033,Pakistan
2008-10-11,"Miram Shah, North Waziristan, Pakistan",2,4,0,0,32.956928,70.169394,Pakistan
2008-10-16,"Taparghai, South Waziristan, Pakistan",1,2,0,4,32.320237,69.859740,Pakistan
2008-10-23,"Danda Darpakhel, North Waziristan, Pakistan",6,8,7,10,32.990218,70.051802,Pakistan
2008-10-26,"Mandata, South Waziristan, Pakistan",2,18,0,4,32.320237,69.859740,Pakistan
2008-10-31,"Asori, North Waziristan, Pakistan",0,4,1,20,32.943065,69.955033,Pakistan
2008-10-31,"Kari Kot, South Waziristan, Pakistan",2,4,1,1,32.270651,69.554179,Pakistan
2008-11-07,"Kumsham, North Waziristan, Pakistan",17,11,6,11,32.943065,69.955033,Pakistan
2005-12-01,"Haisori, North Waziristan, Pakistan",0,6,2,3,32.943065,69.955033,Pakistan
2008-11-14,"Garyom, North Waziristan, Pakistan",2,11,3,12,32.943065,69.955033,Pakistan
2008-11-19,"Jani Khel, Bannu Frontier Region, Pakistan",7,3,0,3,32.800938,70.508644,Pakistan
2008-11-22,"Ali Khel, North Waziristan, Pakistan",6,4,0,1,32.984519,70.001186,Pakistan
2008-11-27,"Wana, South Waziristan, Pakistan",0,5,0,0,32.298231,69.597624,Pakistan
2008-11-29,"Chashma, North Waziristan, Pakistan",2,2,0,3,32.983360,70.076214,Pakistan
2008-12-05,"Kateera, North Waziristan, Pakistan",2,3,0,0,32.943065,69.955033,Pakistan
2008-12-11,"Azam Warsak, South Waziristan, Pakistan",0,6,0,7,32.290733,69.428547,Pakistan
2008-12-15,"Tapi Tool, North Waziristan, Pakistan",3,2,0,3,32.947289,70.147813,Pakistan
2008-12-22,"Kari Kot, South Waziristan, Pakistan",5,3,0,0,32.270651,69.554179,Pakistan
2008-12-22,"Shin Warsak, South Waziristan, Pakistan",4,2,0,0,32.246388,69.509999,Pakistan
2006-01-13,"Damadola, Bajaur Agency, Pakistan",0,13,10,18,34.786528,71.524915,Pakistan
2009-01-01,"Kari Kot, South Waziristan, Pakistan",1,3,0,0,32.270651,69.554179,Pakistan
2009-01-02,"Madin Village, South Waziristan, Pakistan",3,3,0,0,32.320237,69.859740,Pakistan
2006-10-30,"Chenegai, Bajaur Agency, Pakistan",3,81,80,82,34.786528,71.524915,Pakistan
2007-01-16,"Zamazola, South Waziristan, Pakistan",0,8,8,8,32.320237,69.859740,Pakistan
2007-04-27,"Saidgai, North Waziristan, Pakistan",3,3,3,4,32.943065,69.955033,Pakistan
2007-06-19,"Mami Rogha, North Waziristan, Pakistan",10,20,0,34,32.830486,69.853412,Pakistan
2009-01-23,"Zharki, North Waziristan, Pakistan",1,7,9,11,32.943065,69.955033,Pakistan
2009-04-01,"Khadezai, Orakzai Agency, Pakistan",4,10,5,5,33.640688,70.775759,Pakistan
2010-06-27,"Tabbi, North Waziristan, Pakistan",4,5,0,0,32.943065,69.955033,Pakistan
2010-06-29,"Kari Kot, South Waziristan, Pakistan",1,7,0,0,32.270651,69.554179,Pakistan
2010-07-15,"Sheerani, North Waziristan, Pakistan",3,9,0,7,32.943065,69.955033,Pakistan
2010-07-24,"Dwasarak, South Waziristan, Pakistan",24,16,0,0,32.320237,69.859740,Pakistan
2010-07-25,"Shaktoi, North Waziristan, Pakistan",7,14,0,0,32.943065,69.955033,Pakistan
2010-07-25,"Tabbi, North Waziristan, Pakistan",2,4,0,0,32.943065,69.955033,Pakistan
2010-07-25,"Sararogha, South Waziristan, Pakistan",5,4,0,0,32.474231,70.002675,Pakistan
2010-08-14,"Issori, North Waziristan, Pakistan",5,13,7,7,32.974432,70.251249,Pakistan
2010-08-21,"Qutab Khel, North Waziristan, Pakistan",2,4,0,4,32.968480,70.059245,Pakistan
2010-08-23,"Danda Darpakhel, North Waziristan, Pakistan",15,20,7,9,32.990218,70.051802,Pakistan
2009-04-04,"Datta Khel, North Waziristan, Pakistan",1,13,8,13,33.150049,70.433361,Pakistan
2010-08-23,"Darga Mandi, North Waziristan, Pakistan",3,5,0,0,32.943065,69.955033,Pakistan
2010-08-27,"Shahidano, Kurram Agency, Pakistan",2,3,0,0,33.695975,70.336069,Pakistan
2010-08-27,"Badshah Kot, Kurram Agency, Pakistan",0,0,0,0,33.695975,70.336069,Pakistan
2010-08-27,"Taaloo Ganj, Kurram Agency, Pakistan",0,2,0,3,33.695975,70.336069,Pakistan
2010-09-03,"Miram Shah, North Waziristan, Pakistan",2,6,0,0,32.956928,70.169394,Pakistan
2010-09-03,"Datta Khel, North Waziristan, Pakistan",2,2,0,0,33.150049,70.433361,Pakistan
2010-09-04,"Datta Khel, North Waziristan, Pakistan",12,7,0,0,33.150049,70.433361,Pakistan
2010-09-06,"Khar Qamar, North Waziristan, Pakistan",1,3,0,0,32.943065,69.955033,Pakistan
2010-09-08,"Danda Darpakhel, North Waziristan, Pakistan",2,5,4,4,32.990218,70.051802,Pakistan
2010-09-08,"Ambar Shaga, North Waziristan, Pakistan",1,3,0,4,32.943065,69.955033,Pakistan
2009-04-08,"Ganki Khel, South Waziristan, Pakistan",2,3,0,0,32.320237,69.859740,Pakistan
2010-09-08,"Danda Darpakhel, North Waziristan, Pakistan",2,10,0,0,32.990218,70.051802,Pakistan
2010-09-09,"Miram Shah, North Waziristan, Pakistan",3,3,0,0,32.956928,70.169394,Pakistan
2010-09-12,"Newey Adda, North Waziristan, Pakistan",2,5,0,0,32.943065,69.955033,Pakistan
2010-09-14,"Bushnarai, North Waziristan, Pakistan",4,11,0,0,32.943065,69.955033,Pakistan
2010-09-14,"Qutab Khel, North Waziristan, Pakistan",4,1,0,0,32.968480,70.059245,Pakistan
2010-09-15,"Darga Mandi, North Waziristan, Pakistan",1,11,5,5,32.943065,69.955033,Pakistan
2010-09-15,"Pai Khel, North Waziristan, Pakistan",3,4,0,0,32.971734,69.839638,Pakistan
2010-09-19,"Deegan, North Waziristan, Pakistan",0,3,5,5,32.943065,69.955033,Pakistan
2010-09-20,"Darazinda, North Waziristan, Pakistan",0,3,0,3,31.703051,70.136649,Pakistan
2010-09-21,"Khand Morsak, South Waziristan, Pakistan",4,7,0,0,32.320237,69.859740,Pakistan
2009-04-19,"Ganki Khel, South Waziristan, Pakistan",3,0,0,8,32.320237,69.859740,Pakistan
2010-09-21,"Azam Warsak, South Waziristan, Pakistan",0,0,0,0,32.290733,69.428547,Pakistan
2010-09-25,"Datta Khel, North Waziristan, Pakistan",0,2,0,0,33.150049,70.433361,Pakistan
2010-09-26,"Lawra Mandi, North Waziristan, Pakistan",2,4,0,0,32.943065,69.955033,Pakistan
2010-09-26,"Miram Shah, North Waziristan, Pakistan",1,3,0,0,32.956928,70.169394,Pakistan
2010-09-26,"Sheerani, North Waziristan, Pakistan",0,2,0,0,32.943065,69.955033,Pakistan
2010-09-27,"Khushali, North Waziristan, Pakistan",0,3,0,0,32.938775,70.248273,Pakistan
2010-09-28,"Zeba, South Waziristan, Pakistan",2,4,0,0,32.320237,69.859740,Pakistan
2010-10-02,"Asar Village, North Waziristan, Pakistan",2,8,0,0,32.943065,69.955033,Pakistan
2010-10-02,"Inzarkas, North Waziristan, Pakistan",2,7,0,0,32.943065,69.955033,Pakistan
2010-10-04,"Mir Ali, North Waziristan, Pakistan",2,5,0,3,32.970019,70.277584,Pakistan
2009-04-29,"Kaniguram, South Waziristan, Pakistan",4,1,0,4,32.519068,69.782305,Pakistan
2010-10-06,"Miram Shah, North Waziristan, Pakistan",4,5,0,0,32.956928,70.169394,Pakistan
2010-10-06,"Hurmuz, North Waziristan, Pakistan",3,3,0,0,32.943065,69.955033,Pakistan
2010-10-07,"Khaisoori, North Waziristan, Pakistan",2,4,0,0,32.943065,69.955033,Pakistan
2010-10-08,"Mohammad Khel, North Waziristan, Pakistan",0,4,0,0,32.957056,69.885054,Pakistan
2010-10-08,"Char Khel, North Waziristan, Pakistan",0,5,0,4,32.943065,69.955033,Pakistan
2010-10-10,"Shiva, North Waziristan, Pakistan",3,4,0,0,32.943065,69.955033,Pakistan
2010-10-13,"Datta Khel, North Waziristan, Pakistan",0,6,3,6,33.150049,70.433361,Pakistan
2010-10-15,"Aziz Khel, North Waziristan, Pakistan",3,4,0,0,33.083334,70.206602,Pakistan
2010-10-15,"Machi Khel, North Waziristan, Pakistan",0,3,0,0,33.029133,70.246785,Pakistan
2010-10-18,"Datta Khel, North Waziristan, Pakistan",1,6,1,1,33.150049,70.433361,Pakistan
2009-05-09,"Tabbi Langhar Khel, South Waziristan, Pakistan",7,6,0,4,32.320237,69.859740,Pakistan
2010-10-27,"Mir Ali, North Waziristan, Pakistan",1,2,0,0,32.970019,70.277584,Pakistan
2010-10-27,"Deegan, North Waziristan, Pakistan",1,2,0,0,32.943065,69.955033,Pakistan
2010-10-28,"Ismail Khel, North Waziristan, Pakistan",0,4,0,4,32.967169,69.692204,Pakistan
2010-11-01,"Haider Khel, North Waziristan, Pakistan",2,5,0,0,32.944834,70.301845,Pakistan
2010-11-03,"Qutab Khel, North Waziristan, Pakistan",0,4,0,0,32.968480,70.059245,Pakistan
2010-11-03,"Khaso Khel, North Waziristan, Pakistan",0,4,0,0,32.943065,69.955033,Pakistan
2010-11-03,"Pai Khel, North Waziristan, Pakistan",0,4,0,0,32.971734,69.839638,Pakistan
2010-11-07,"Ghulam Khan, North Waziristan, Pakistan",2,8,0,0,33.098257,69.978855,Pakistan
2010-11-07,"Datta Khel, North Waziristan, Pakistan",1,3,0,0,33.150049,70.433361,Pakistan
2010-11-11,"Ghulam Khan, North Waziristan, Pakistan",5,5,0,0,33.098257,69.978855,Pakistan
2009-05-12,"Sara Khwara, South Waziristan, Pakistan",4,5,0,0,32.320237,69.859740,Pakistan
2010-11-13,"Miram Shah, North Waziristan, Pakistan",1,4,0,4,32.956928,70.169394,Pakistan
2010-11-16,"Ghulam Khan, North Waziristan, Pakistan",0,20,0,9,33.098257,69.978855,Pakistan
2010-11-19,"Norak, North Waziristan, Pakistan",1,2,0,0,32.943065,69.955033,Pakistan
2010-11-21,"Khaddi, North Waziristan, Pakistan",0,5,0,3,32.972384,70.214044,Pakistan
2010-11-22,"Khesoor, North Waziristan, Pakistan",2,3,0,0,32.943065,69.955033,Pakistan
2010-11-26,"Pir Kelev, North Waziristan, Pakistan",0,2,1,4,32.943065,69.955033,Pakistan
2010-11-28,"Hassan Khel, North Waziristan, Pakistan",0,0,0,0,32.431428,70.965082,Pakistan
2010-12-06,"Khushali, North Waziristan, Pakistan",3,3,0,2,32.938775,70.248273,Pakistan
2010-12-06,"Kushali, North Waziristan, Pakistan",0,2,0,0,32.943065,69.955033,Pakistan
2010-12-10,"Khadar Khel, North Waziristan, Pakistan",2,4,0,0,32.943065,69.955033,Pakistan
2009-05-16,"Khesoor, North Waziristan, Pakistan",2,25,9,9,32.943065,69.955033,Pakistan
2010-12-14,"Spalaga, North Waziristan, Pakistan",0,3,0,4,32.943065,69.955033,Pakistan
2010-12-16,"Tirah Valley, Khyber Agency, Pakistan",0,7,0,0,33.815206,70.748053,Pakistan
2010-12-17,"Sandana, Khyber Agency, Pakistan",7,7,0,0,33.940547,71.049776,Pakistan
2010-12-17,"Nakai, Khyber Agency, Pakistan",2,11,0,0,33.940547,71.049776,Pakistan
2010-12-17,"Speen Drang, Khyber Agency, Pakistan",0,32,2,2,33.940547,71.049776,Pakistan
2010-12-27,"Shera Tala, North Waziristan, Pakistan",0,18,0,0,32.943065,69.955033,Pakistan
2010-12-27,"Machi Khel, North Waziristan, Pakistan",0,4,0,0,33.029133,70.246785,Pakistan
2010-12-28,"Ghulam Khan, North Waziristan, Pakistan",2,5,0,0,33.098257,69.978855,Pakistan
2010-12-28,"Ghulam Khan, North Waziristan, Pakistan",3,5,2,4,33.098257,69.978855,Pakistan
2010-12-28,"Ghulam Khan, North Waziristan, Pakistan",6,9,0,0,33.098257,69.978855,Pakistan
2009-06-14,"Marda Algad, South Waziristan, Pakistan",0,3,0,3,32.320237,69.859740,Pakistan
2010-12-31,"Ghulam Khan, North Waziristan, Pakistan",0,4,0,0,33.098257,69.978855,Pakistan
2011-01-01,"Mandi Khel, North Waziristan, Pakistan",0,8,0,0,33.001031,70.364339,Pakistan
2011-01-01,"Mandi Khel, North Waziristan, Pakistan",0,4,0,0,33.001031,70.364339,Pakistan
2011-01-01,"Datta Khel, North Waziristan, Pakistan",0,4,0,0,33.150049,70.433361,Pakistan
2011-01-01,"Boya, North Waziristan, Pakistan",4,4,0,0,32.943336,69.899944,Pakistan
2011-01-07,"Ghar Laley, North Waziristan, Pakistan",0,1,0,0,32.943065,69.955033,Pakistan
2011-01-12,"Haider Khel, North Waziristan, Pakistan",2,3,0,0,32.944834,70.301845,Pakistan
2011-01-18,"Assar Madd Khel, Datta Khel, North Waziristan, Pakistan",3,3,0,0,33.150049,70.433361,Pakistan
2011-01-23,"Doga Mada Khel, North Waziristan, Pakistan",0,2,0,0,32.943065,69.955033,Pakistan
2011-01-23,"Doga Mada Khel, North Waziristan, Pakistan",0,2,0,0,32.943065,69.955033,Pakistan
2009-06-18,"Wana, South Waziristan, Pakistan",10,12,4,4,32.298231,69.597624,Pakistan
2011-01-23,"Razmak, North Waziristan, Pakistan",3,4,0,0,32.678757,69.829959,Pakistan
2011-02-20,"Kazha Punga, South Waziristan",2,6,0,0,32.272222,69.440277,Pakistan
2011-02-21,"Malik Jashdar, North Waziristan, Pakistan",10,7,0,11,32.943065,69.955033,Pakistan
2011-02-24,"Mohammad Khel, North Waziristan, Pakistan",3,4,0,0,32.957056,69.885054,Pakistan
2011-03-08,"Landidog, South Waziristan, Pakistan",2,2,0,5,32.320237,69.859740,Pakistan
2011-03-09,"Datta Khel, North Waziristan, Pakistan",2,5,0,0,33.150049,70.433361,Pakistan
2011-03-11,"Khesoor, North Waziristan, Pakistan",0,4,5,5,32.943065,69.955033,Pakistan
2011-03-11,"Ghoroski, North Waziristan, Pakistan",0,4,0,0,32.943065,69.955033,Pakistan
2011-03-13,"Azam Warsak, South Waziristan, Pakistan",0,0,0,0,32.290733,69.428547,Pakistan
2011-03-13,"Ishar Morr area, Qutab Khel, Miranshah, North Waziristan, Pakistan",5,4,0,0,32.956928,70.169394,Pakistan
2009-01-23,"Ganki Khel, South Waziristan, Pakistan",2,5,5,10,32.320237,69.859740,Pakistan
2009-06-23,"Makeen, South Waziristan, Pakistan",7,5,0,0,32.626574,69.841871,Pakistan
2011-03-14,"Malik Jashdar, North Waziristan, Pakistan",0,3,0,0,32.943065,69.955033,Pakistan
2011-03-16,"Datta Khel, North Waziristan, Pakistan",0,3,0,0,33.150049,70.433361,Pakistan
2011-03-17,"Datta Khel, North Waziristan, Pakistan",9,26,19,41,33.150049,70.433361,Pakistan
2011-04-13,"Angor Adda, South Waziristan, Pakistan",6,4,0,7,32.514466,69.290733,Pakistan
2011-04-22,"Spinwan, North Waziristan, Pakistan",5,20,5,9,33.178889,70.394096,Pakistan
2011-05-06,"Dwa Tooe, North Waziristan, Pakistan",4,7,6,6,32.943065,69.955033,Pakistan
2011-05-10,"Angor Adda, South Waziristan, Pakistan",4,3,0,0,32.514466,69.290733,Pakistan
2011-05-12,"Datta Khel, North Waziristan, Pakistan",1,5,0,0,33.150049,70.433361,Pakistan
2011-05-13,"Doga Mada Khel, North Waziristan, Pakistan",0,3,0,0,32.943065,69.955033,Pakistan
2011-05-16,"Khushali Village, Mir Ail, North Waziristan, Pakistan",2,4,0,0,32.938775,70.248273,Pakistan
2009-06-23,"Makeen, South Waziristan, Pakistan",27,60,18,50,32.626574,69.841871,Pakistan
2011-05-16,"Khisoor Village, Mir Ali, North Waziristan, Pakistan",0,3,0,0,32.970019,70.277584,Pakistan
2011-05-20,"Tappi, North Waziristan, Pakistan",0,4,0,0,32.946490,70.147068,Pakistan
2011-05-23,"Mir Ali, North Waziristan, Pakistan",2,4,0,0,32.970019,70.277584,Pakistan
2011-06-03,"Ghwa Khwa, South Waziristan, Pakistan",1,5,0,0,32.320237,69.859740,Pakistan
2011-06-06,"Tigger, Toji Khel Wazir, South Waziristan, Pakistan",2,7,0,0,32.956557,70.532443,Pakistan
2011-06-06,"Wacha Dana, South Waziristan, Pakistan",3,8,0,7,32.320237,69.859740,Pakistan
2011-06-06,"Darnashtra, South Waziristan, Pakistan",0,3,0,0,32.320237,69.859740,Pakistan
2011-06-08,"Zoynari, South Waziristan, Pakistan",6,18,0,0,32.320237,69.859740,Pakistan
2011-06-08,"Shawal, South Waziristan, Pakistan",0,4,0,0,32.613785,69.508247,Pakistan
2011-06-15,"Wana, South Waziristan, Pakistan",2,2,0,0,32.298231,69.597624,Pakistan
2009-07-03,"Mantoi, South Waziristan, Pakistan",0,0,0,5,32.320237,69.859740,Pakistan
2011-06-15,"Karez, South Waziristan, Pakistan",0,0,0,0,32.320237,69.859740,Pakistan
2011-06-15,"Mir Ali, North Waziristan, Pakistan",0,5,5,6,32.970019,70.277584,Pakistan
2011-06-20,"Khardand, Kurram Agency, Pakistan",0,5,2,7,33.695975,70.336069,Pakistan
2011-06-20,"Zarakai, Kurram Agency, Pakistan",0,2,0,0,33.695975,70.336069,Pakistan
2011-06-27,"Shawal, South Waziristan, Pakistan",0,6,0,0,32.613785,69.508247,Pakistan
2011-06-27,"Shakai, South Waziristan, Pakistan",2,12,0,20,32.482267,69.627414,Pakistan
2011-07-05,"Mir Ali, North Waziristan, Pakistan",5,4,0,3,32.970019,70.277584,Pakistan
2011-07-11,"Gurwak, North Waziristan, Pakistan",2,4,0,0,32.943065,69.955033,Pakistan
2011-07-12,"Gurwak, North Waziristan, Pakistan",0,12,0,0,32.943065,69.955033,Pakistan
2011-07-12,"Barmal, South Waziristan, Pakistan",3,5,0,0,32.320237,69.859740,Pakistan
2009-07-03,"Zamarai Nairai, South Waziristan, Pakistan",27,10,0,0,32.320237,69.859740,Pakistan
2011-07-12,"Datta Khel, North Waziristan, Pakistan",0,13,0,4,33.150049,70.433361,Pakistan
2011-07-12,"Datta Khel, North Waziristan, Pakistan",3,1,1,1,33.150049,70.433361,Pakistan
2011-07-20,"Mir Ali, North Waziristan, Pakistan",2,4,0,0,32.970019,70.277584,Pakistan
2011-08-01,"Azam Warsak, South Waziristan, Pakistan",2,3,0,6,32.290733,69.428547,Pakistan
2011-08-02,"Qutab Khel, North Waziristan, Pakistan",0,3,0,0,32.968480,70.059245,Pakistan
2011-08-10,"Miram Shah, North Waziristan, Pakistan",3,8,0,0,32.956928,70.169394,Pakistan
2011-08-16,"Miram Shah, North Waziristan, Pakistan",2,2,3,4,32.956928,70.169394,Pakistan
2011-08-19,"Shin Warsak, South Waziristan, Pakistan",2,3,0,0,32.246388,69.509999,Pakistan
2011-08-22,"Mir Koon Khel, Mir Ali, North Waziristan, Pakistan",3,3,0,4,32.970019,70.277584,Pakistan
2011-09-11,"Hisokhel, North Waziristan, Pakistan",1,1,0,0,32.943065,69.955033,Pakistan
2009-07-07,"Makeen, South Waziristan, Pakistan",10,14,0,0,32.626574,69.841871,Pakistan
2011-09-23,"Khushali, North Waziristan, Pakistan",3,3,0,0,32.938775,70.248273,Pakistan
2011-09-27,"Azam Warsak, South Waziristan, Pakistan",0,0,0,0,32.290733,69.428547,Pakistan
2011-09-30,"Baghar, South Waziristan, Pakistan",1,3,0,0,32.320237,69.859740,Pakistan
2011-10-13,"Danda Darpakhel, North Waziristan, Pakistan",4,1,0,0,32.990218,70.051802,Pakistan
2011-10-13,"Chashma Nala, Birmal, South Waziristan, Pakistan",3,3,0,0,32.378567,69.430782,Pakistan
2011-10-14,"Danda Darpakhel, North Waziristan, Pakistan",0,3,0,0,32.990218,70.051802,Pakistan
2011-10-15,"Angor Adda, South Waziristan, Pakistan",3,3,0,0,32.514466,69.290733,Pakistan
2011-10-26,"Shana Wana, Birmal, South Waziristan, Pakistan",6,13,0,0,32.298231,69.597624,Pakistan
2011-10-27,"Azam Warsak, South Waziristan, Pakistan",3,4,0,0,32.290733,69.428547,Pakistan
2011-10-27,"Hisokhel, North Waziristan, Pakistan",3,4,0,0,32.943065,69.955033,Pakistan
2009-07-08,"Ladha, South Waziristan, Pakistan",5,8,0,0,32.645780,70.121765,Pakistan
2011-10-30,"Khar Khama, Datta Khel, North Waziristan, Pakistan",2,4,4,4,33.150049,70.433361,Pakistan
2011-10-31,"Norak, North Waziristan, Pakistan",3,2,2,2,32.943065,69.955033,Pakistan
2011-11-03,"Sarai Darpa Khel, Miranshah, North Waziristan, Pakistan",3,2,0,0,32.988068,70.051058,Pakistan
2011-11-15,"Miram Shah, North Waziristan, Pakistan",2,3,0,0,32.956928,70.169394,Pakistan
2011-11-16,"Babar Ghar, South Waziristan, Pakistan",6,4,0,0,32.320237,69.859740,Pakistan
2011-11-17,"Shawal, North Waziristan, Pakistan",3,7,0,0,32.613785,69.508247,Pakistan
2012-01-10,"Miram Shah, North Waziristan, Pakistan",2,1,0,0,32.956928,70.169394,Pakistan
2012-01-12,"Datta Khel, North Waziristan, Pakistan",2,5,0,0,33.150049,70.433361,Pakistan
2012-01-23,"Deegan, North Waziristan, Pakistan",1,2,0,0,32.943065,69.955033,Pakistan
2012-01-23,"Char Khel, Datta Khel, North Waziristan, Pakistan",0,0,0,0,33.150049,70.433361,Pakistan
2009-07-08,"Ladha, South Waziristan, Pakistan",1,35,0,0,32.645780,70.121765,Pakistan
2012-02-08,"Miranshah, North Waziristan, Pakistan",2,9,0,0,32.956928,70.169394,Pakistan
2012-02-09,"Miranshah, North Waziristan, Pakistan",3,3,0,3,32.956928,70.169394,Pakistan
2012-02-16,"Miranshah, North Waziristan, Pakistan",4,5,0,0,32.956928,70.169394,Pakistan
2012-02-16,"Jalar Zakar Khel, Mir Ali, North Waziristan, Pakistan",3,8,0,0,32.854293,70.219997,Pakistan
2012-03-09,"Shaktoi Mandao, South Waziristan, Pakistan",0,4,0,0,32.320237,69.859740,Pakistan
2012-03-09,"Nishpa, South Waziristan, Pakistan",0,6,0,0,32.662340,70.043242,Pakistan
2012-03-13,"Wagdalai, Tehsil Birmal, South Waziristan, Pakistan",2,6,0,0,32.378567,69.430782,Pakistan
2012-03-13,"Shawa, North/South Waziristan, Pakistan",3,6,0,0,32.678757,69.829959,Pakistan
2012-03-30,"Sarai Bazaar, Miranshah, North Waziristan, Pakistan",3,3,0,0,32.956928,70.169394,Pakistan
2012-04-29,"Miranshah Bazaar, North Waziristan, Pakistan",1,3,0,0,32.956928,70.169394,Pakistan
2009-07-10,"Painda Khel, South Waziristan, Pakistan",3,3,0,0,32.320237,69.859740,Pakistan
2012-05-05,"Guldar Kot, Dre Nishtar area, North Waziristan, Pakistan",1,8,0,0,32.943065,69.955033,Pakistan
2012-05-23,"Datta Khel Kalai, North Waziristan, Pakistan",1,1,0,0,33.150049,70.433361,Pakistan
2012-05-24,"Khassokhel near Mir Ali, North Waziristan, Pakistan",3,5,0,8,32.970019,70.277584,Pakistan
2012-05-26,"Miranshah, North Waziristan, Pakistan",1,1,0,0,32.956928,70.169394,Pakistan
2012-05-28,"Khassokhel near Mir Ali, North Waziristan, Pakistan",4,4,0,0,32.970019,70.277584,Pakistan
2012-05-28,"Degan, Datta Khel, North Waziristan, Pakistan",0,2,0,0,33.150049,70.433361,Pakistan
2012-06-02,"Khawashi Khel, near Wana, South Waziristan, Pakistan",0,2,0,0,32.298231,69.597624,Pakistan
2012-06-03,"Landai Warai, Tehsil Birmal, South Waziristan, Pakistan",4,0,0,0,32.531666,69.322777,Pakistan
2012-06-04,"Khushali, Tehsil Mir Ali, North Waziristan, Pakistan",3,14,0,6,32.938775,70.248273,Pakistan
2012-06-13,"Isha, near Miranshah, North Waziristan, Pakistan",0,2,0,0,32.966940,70.111452,Pakistan
2009-07-17,"Gariwam, North Waziristan, Pakistan",4,5,0,0,32.943065,69.955033,Pakistan
2012-06-14,"Miranshah, North Waziristan, Pakistan",2,1,0,0,32.956928,70.169394,Pakistan
2012-06-26,"Shawal, North Waziristan, Pakistan",2,4,0,0,32.613785,69.508247,Pakistan
2012-07-01,"Dre Nishter/Shawal, North Waziristan, Pakistan",2,6,0,0,32.613785,69.508247,Pakistan
2012-07-06,"Maizer, North Waziristan, Pakistan",2,13,3,18,32.943065,69.955033,Pakistan
